70	5	66	64	8.2	-0.699	0.4	*
71	5	64	67	7.8	-1.483	0.4	*
72	5	67	60	8	-1.483	0.4	*
73	5	60	68	8	-1.323	0.4	*
74	5	59	68	5.8	-0.009	0.4	*
75	5	68	69	5.8	-0.547	0.4	*
76	5	69	70	5.8	-0.113	0.4	*
77	5	70	71	4.7	-0.113	0.4	*
78	5	52	71	7.1	-0.388	0.4	*
79	5	71	72	7.1	-0.5	0.4	*
80	5	52	53	15.1	1.998	0.4	*
81	5	53	69	15.1	1.22	0.4	*
82	5	69	73	7.1	0.785	0.4	*
83	5	73	68	6.6	0.785	0.4	*
84	5	50	74	11.6	-0.212	0.4	*
85	5	74	75	4.8	-0.212	0.4	*
86	5	75	76	6.6	0.523	0.4	*
87	5	75	33	4.7	-0.734	0.4	*
88	5	76	77	9.7	0.523	0.4	*
89	5	77	72	10.2	0.523	0.4	*
90	5	51	78	6.7	-0.023	0.4	*
91	5	78	79	7.1	-0.023	0.4	*
92	5	79	80	10.5	-0.023	0.4	*
93	5	80	72	9.5	-0.023	0.4	*
94	5	81	82	28.2	-9.8	0.4	*
95	5	82	83	33.2	-9.8	0.4	*
96	5	83	84	33.2	-10	0.4	*
97	5	85	86	6.2	-0.1	0.4	*
98	5	87	86	7.3	-0.1	0.4	*
99	5	86	88	6.6	-0.2	0.4	*
100	5	88	89	6.4	-0.2	0.4	*
101	5	89	90	5.3	-0.2	0.4	*
102	5	90	91	6	-0.2	0.4	*
103	5	91	92	6.3	-0.2	0.4	*
104	5	92	83	5.4	-0.2	0.4	*
 92                       total number of nodes
 name    x       y      z
1	170	0	213	*
2	95	336	213	*
3	107	445	213	*
4	57	520	213	*
5	145	520	213	*
6	137	330	153	*
7	134	369	153	*
8	86	458	153	*
9	63	520	153	*
10	188	270	149	*
11	220	81	213	*
12	200	0	213	*
13	183	520	131	*
14	236	443	131	*
15	241	360	139	*
16	0	368	95	*
17	35	362	95	*
18	63	358	105	*
19	181	394	105	*
20	251	455	121	*
21	272	435	135	*
22	284	410	141	*
23	313	395	151	*
24	320	186	171	*
25	110	334	165	*
26	100	339	125	*
27	86	297	109	*
28	35	263	85	*
29	47	224	81	*
30	79	237	77	*
31	102	220	77	*
32	95	232	69	*
33	148	266	75	*
34	205	317	75	*
35	228	333	75	*
36	152	384	81	*
37	103	403	89	*
38	297	346	78	*
39	322	355	75	*
40	348	328	75	*
41	348	358	75	*
42	353	254	61	*
43	372	234	57	*
44	393	254	61	*
45	391	311	69	*
46	550	260	60	*
47	399	361	75	*
48	378	368	75	*
49	166	422	81	*
50	325	234	55	*
51	315	187	47	*
52	354	181	47	*
53	353	161	37	*
54	403	131	37	*
55	406	89	29	*
56	295	58	25	*
57	312	0	25	*
58	422	153	33	*
59	446	174	25	*
60	468	134	25	*
61	498	65	25	*
62	550	18	25	*
63	550	47	25	*
64	521	90	25	*
65	450	0	25	*
66	550	116	25	*
67	502	122	25	*
68	400	158	25	*
69	352	139	25	*
70	319	132	25	*
71	257	138	31	*
72	119	46	81	*
73	375	126	25	*
74	299	246	69	*
75	196	242	71	*
76	90	136	83	*
77	81	81	83	*
78	199	201	49	*
79	95	153	71	*
80	136	86	89	*
81	486	520	175	*
82	511	397	175	*
83	451	180	161	*
84	550	47	150	*
85	550	513	105	*
86	501	397	89	*
87	550	409	89	*
88	386	272	93	*
89	363	268	97	*
90	372	296	109	*
91	400	283	115	*
92	423	255	121	*
 17      total number of boundary nodes
 node bctyp press/flow   HD    PO2 Sol2 Sol4 sol6 sol8 sol10
1	2	10	0.4	50	25	45.911	1.632	7.013	7.013
4	2	-5.696	0.4	50	25	45.911	1.632	7.013	7.013
5	2	-3.332	0.4	50	25	45.911	1.632	7.013	7.013
9	2	-1.268	0.4	50	25	45.911	1.632	7.013	7.013
12	2	10	0.4	50	25	45.911	1.632	7.013	7.013
13	2	-0.835	0.4	50	25	45.911	1.632	7.013	7.013
16	2	-5.391	0.4	50	25	45.911	1.632	7.013	7.013
46	2	-0.535	0.4	50	25	45.911	1.632	7.013	7.013
57	2	-0.779	0.4	50	25	45.911	1.632	7.013	7.013
62	2	-0.332	0.4	50	25	45.911	1.632	7.013	7.013
63	2	-0.435	0.4	50	25	45.911	1.632	7.013	7.013
65	2	-0.699	0.4	50	25	45.911	1.632	7.013	7.013
66	2	-0.699	0.4	50	25	45.911	1.632	7.013	7.013
81	2	-9.8	0.4	50	25	45.911	1.632	7.013	7.013
84	2	10	0.4	50	25	45.911	1.632	7.013	7.013
85	2	-0.1	0.4	50	25	45.911	1.632	7.013	7.013
87	2	-0.1	0.4	50	25	45.911	1.632	7.013	7.013

